alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding,s3_image_url
syringe injection needle,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/syringe-injection-needle.png,Download (In the Box),,,./images/syringe-injection-needle.png,"This image shows a syringe, which is a medical device used for injecting or withdrawing fluids. The syringe has a cylindrical barrel with markings to indicate the volume, a plunger to push the fluid in or out, and a needle for piercing the skin. The syringe in the image has a beige barrel with black markings, a blue needle, and a beige plunger. Above the syringe, the word ""syringe"" is written in large, bold, black letters. The image is set against a white background and is enclosed in a black border.",Medical Equipment,"[ 0.03495954 -0.0065734  -0.03136212 ...  0.00230129 -0.01914459
 -0.00032399]",https://easyread-app.s3.amazonaws.com/images/syringe-injection-needle_2c5a4d4b907449d8b441a3e76cf5ea33.png
T-shirt,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/t-shirt.png,Download (In the Box),,,./images/t-shirt.png,"A cartoon image shows a t-shirt with the text ""T-shirt"" above it. The t-shirt is light grey with black outlines and is positioned in the center of the image. It is a simple short-sleeved t-shirt with a round neck. The background is white, surrounded by a thick black border.",clothing,"[ 0.02152466  0.01211457 -0.02424515 ... -0.0323703  -0.04507126
 -0.03171924]",https://easyread-app.s3.amazonaws.com/images/t-shirt_ea25c20cc10d4ccc8b27f0be9396f648.png
T-shirt v neck,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/t-shirt-v-neck.png,Download (In the Box),,,./images/t-shirt-v-neck.png,"The image shows a simple graphic of a light green, short-sleeved t-shirt with a V-neck. The t-shirt has black outlines and a slightly darker green trim around the V-neck. The words ""t-shirt v-neck"" are written in bold black letters above the shirt. The whole image is bordered by a thick black line, making it look like a sign.",Clothing,"[ 0.01104891 -0.00376307 -0.0225087  ... -0.02458797 -0.03957827
 -0.03462403]",https://easyread-app.s3.amazonaws.com/images/t-shirt-v-neck_d849c906812141f29b472e58263a3521.png
Table and chairs,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/table-and-chairs.png,Download (In the Box),,,./images/table-and-chairs.png,"This is a cartoon style drawing of a wooden table and chairs. The image has a white background surrounded by a thick black border. The words ""table and chairs"" are written in large, bold, black font at the top of the image. Below the text, there's a square brown table with a black outline. There are two matching wooden chairs with backs, one on either side of the table. The chairs have simple straight legs and a single horizontal bar on the chair back. The overall style is simple, clear, and easy to understand.",Furniture,"[ 0.05743337 -0.00541515 -0.02802726 ... -0.03606468 -0.0059593
 -0.01499608]",https://easyread-app.s3.amazonaws.com/images/table-and-chairs_b635e28cc17640138cdf71c0b940cd7a.png
Table and chairs in good repair,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/table-and-chairs-in-good-repair.png,Download (In the Box),,,./images/table-and-chairs-in-good-repair.png,"The image shows two sets of a table and chairs. The top set is in disrepair, with a broken chair and damaged tabletop. A red ""X"" is placed next to this set. The bottom set is in good condition, with no damage. A green checkmark is placed next to this set. The text ""table and chairs in good repair"" is at the top.",Safety Signage,"[ 0.05348805 -0.0191556  -0.03726649 ... -0.01675078 -0.01865369
 -0.03846382]",https://easyread-app.s3.amazonaws.com/images/table-and-chairs-in-good-repair_70acb777a9e84a829fe26c8e30c66be6.png
Table tennis,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/table-tennis.png,Download (In the Box),,,./images/table-tennis.png,"A cartoon drawing of a table tennis setup, also known as ping pong. The table is green with a net dividing it in the middle. Two paddles, one red and one blue, are positioned on either side of the net. A small white ball floats between the paddles. Above the table, in large black text, are the words ""table tennis"". The image has a white background and is framed by a thick black border.",Sports,"[ 0.02925669  0.00328279 -0.05614584 ... -0.01981198  0.02366572
 -0.01076426]",https://easyread-app.s3.amazonaws.com/images/table-tennis_c17b1a251c224cd78c5f335a8d787f6d.png
Tablets dissolved in a drink,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/tablets-dissolved-in-a-drink.png,Download (In the Box),,,./images/tablets-dissolved-in-a-drink.png,"The image shows a bottle of tablets next to three glasses of liquid with tablets dissolving inside. The text at the top says ""dissolve tablets."" A green check mark is visible at the bottom right, indicating it's a correct action. The image promotes dissolving tablets in a drink.",Health and Medication,"[ 0.04363153 -0.0189016  -0.03776738 ... -0.00549844 -0.02907857
 -0.01858723]",https://easyread-app.s3.amazonaws.com/images/tablets-dissolved-in-a-drink_1e432359073343509bc8aa1c075e7193.png
Tablets dissolved in water,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/tablets-dissolved-in-water.png,Download (In the Box),,,./images/tablets-dissolved-in-water.png,"The image shows a bottle of tablets next to a glass of water. The word ""tablets"" is written in big, black letters at the top. The bottle is brown with a white label that also says ""tablets."" Inside the bottle, there are many white tablets. The glass of water has a light blue tint, and there is one tablet floating on the surface and another dissolving inside. The image is bordered by a black frame.",Health,"[ 4.4418901e-02 -1.4657572e-02 -2.7488966e-02 ...  3.7406271e-06
 -2.7931035e-02 -2.7554210e-02]",https://easyread-app.s3.amazonaws.com/images/tablets-dissolved-in-water_b666d7e830a24e55b59f46acd7860a68.png
Tablets information,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/tablets-information.png,Download (In the Box),,,./images/tablets-information.png,"This image shows a cartoon-style illustration related to tablets or medication. The image is framed with a thick black border. At the top, in large, bold black letters, is the word ""tablets"". Below this, to the left, is a brown pill bottle with a gray lid. The bottle has a white label with the words ""name..."", ""tablets..."", and ""date..."" printed on it, each followed by a line of dots. Inside the bottle are several white, round tablets. An arrow points from the label on the bottle towards a large, stylized ""i"" symbol colored in blue, indicating ""information"". To the right of the bottle are two more loose, white, round tablets.",Healthcare,"[ 0.04523791 -0.00319431 -0.02426122 ... -0.01321911 -0.02901389
 -0.03598456]",https://easyread-app.s3.amazonaws.com/images/tablets-information_d4c5c70a64924ec2ab14217f4b17d41e.png
Tablets medication,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/tablets-medication.png,Download (In the Box),,,./images/tablets-medication.png,"The image shows a bottle of tablets. The bottle is brown with a gray lid. There is a white label on the bottle that says ""tablets"" in black letters. Inside the bottle are several white tablets. Two more tablets are shown outside of the bottle. The image is labeled ""tablets"" in big black letters at the top. The image has a black border.",Health,"[ 0.04311178 -0.01943157 -0.01681419 ... -0.01127469 -0.02577835
 -0.02600886]",https://easyread-app.s3.amazonaws.com/images/tablets-medication_38dff9b2ae1747cfb338d81b9fdb86e9.png
Take part,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/take-part.png,Download (In the Box),,,./images/take-part.png,"The image shows a diverse group of people inside a circular arrow pointing left, suggesting participation and inclusivity. Above the arrow, bold text reads ""take part."" To the left, a person holds a document with checkmarks, giving a thumbs up. The group inside the arrow represents different genders, ethnicities, and includes a person in a wheelchair, emphasizing accessibility and participation for everyone.",Inclusion,"[ 0.02379846 -0.01776531 -0.04253063 ... -0.01329469 -0.02609565
 -0.00684971]",https://easyread-app.s3.amazonaws.com/images/take-part_dfc01a8bfd6f4303bca784ade4b71d27.png
Takeaway burger,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/takeaway-burger.png,Download (In the Box),,,./images/takeaway-burger.png,"An image featuring a takeaway burger. Above the image of a burger in a container, the words 'takeaway burger' are displayed in bold black letters.",Food,"[ 0.02100682 -0.01253043 -0.00087886 ... -0.01128448 -0.06470755
 -0.01966004]",https://easyread-app.s3.amazonaws.com/images/takeaway-burger_5e3099db97ca4baf915cf74fed619a29.png
Takeaway food,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/takeaway-food.png,Download (In the Box),,,./images/takeaway-food.png,"A square graphic with a black border, showcasing the phrase ""takeaway food"" in large, bold, black letters at the top. Below the text is an illustration of various takeaway food options, including a pizza in a partially opened box adorned with the word ""pizza"" in green, a burger, a foil tray filled with cooked food, and a sealed takeout container. All items are brightly colored and cartoonish, set against a plain white background.",Food Illustration,"[ 0.02397412  0.00353578 -0.01093825 ... -0.01975186 -0.07117444
 -0.04514188]",https://easyread-app.s3.amazonaws.com/images/takeaway-food_bf3657aeaf194ba681ebbd81d2d4b75f.png
Takeaway pizza,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/takeaway-pizza.png,Download (In the Box),,,./images/takeaway-pizza.png,"This image features a cartoon illustration of a takeaway pizza. Above the pizza is the text 'takeaway pizza' in large, bold black letters.  The pizza itself is in an open pizza box, with the lid angled slightly to reveal the pizza inside. The pizza has a yellow crust, red sauce, and several pepperoni slices. The pizza box lid is decorated with a red, white, and green stripe pattern, reminiscent of the Italian flag, and the word 'PIZZA' is written in green across the lid. The image is contained within a white square, which is bordered by a black outline.",Food and Drink,"[ 0.02015603  0.00680371 -0.00172455 ... -0.01153665 -0.06094472
 -0.02540505]",https://easyread-app.s3.amazonaws.com/images/takeaway-pizza_55418c128e3c43f49407da0cfd4189e2.png
Taking blood,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/taking-blood.png,Download (In the Box),,,./images/taking-blood.png,"The image is a cartoon illustration of a person getting their blood drawn. The person is wearing a green shirt, and their arm is extended with a test tube filled with red blood being drawn from their arm. There is a bandage on their arm where the needle was inserted. An arrow is pointing away from the injection site. Above the image is the bold text ""taking blood"". The image is surrounded by a black border.",Health,"[ 0.03320364 -0.01209613 -0.03625628 ... -0.018418    0.00546939
 -0.02297772]",https://easyread-app.s3.amazonaws.com/images/taking-blood_01e1ddffa6ea4e4fabd58a8ae4958f0a.png
Taking your belongings,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/taking-your-belongings.png,Download (In the Box),,,./images/taking-your-belongings.png,"A cartoon image depicts a man taking belongings from a room, with the text ""taking your belongings"" displayed at the top. On the left, a man with brown skin, black hair, a green shirt, blue pants, and brown shoes walks through a door, carrying several DVDs. The door is tan with black outlines, and the surrounding wall is light yellow. On the right side of the image, a woman with tan skin, brown hair, a blue shirt, a purple skirt, and black boots stands with her arms outstretched. Behind her, there is a wooden bed frame with a light purple sheet and pillow. The image is set against a white background, surrounded by a thick black border.",Illustration,"[ 0.04239034 -0.01124261 -0.04811695 ... -0.03956083 -0.06330255
 -0.02905914]",https://easyread-app.s3.amazonaws.com/images/taking-your-belongings_2dfe0de2ff1e4c93add8d3dc8aebdada.png
