alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding
Takeaway pizza,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/takeaway-pizza.png,Download (In the Box),,,./images/takeaway-pizza.png,"This image features a cartoon illustration of a takeaway pizza. Above the pizza is the text 'takeaway pizza' in large, bold black letters.  The pizza itself is in an open pizza box, with the lid angled slightly to reveal the pizza inside. The pizza has a yellow crust, red sauce, and several pepperoni slices. The pizza box lid is decorated with a red, white, and green stripe pattern, reminiscent of the Italian flag, and the word 'PIZZA' is written in green across the lid. The image is contained within a white square, which is bordered by a black outline.",Food and Drink,"[ 0.02015603  0.00680371 -0.00172455 ... -0.01153665 -0.06094472
 -0.02540505]"
Taking blood,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/taking-blood.png,Download (In the Box),,,./images/taking-blood.png,"The image is a cartoon illustration of a person getting their blood drawn. The person is wearing a green shirt, and their arm is extended with a test tube filled with red blood being drawn from their arm. There is a bandage on their arm where the needle was inserted. An arrow is pointing away from the injection site. Above the image is the bold text ""taking blood"". The image is surrounded by a black border.",Health,"[ 0.03320364 -0.01209613 -0.03625628 ... -0.018418    0.00546939
 -0.02297772]"
Taking your belongings,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/taking-your-belongings.png,Download (In the Box),,,./images/taking-your-belongings.png,"A cartoon image depicts a man taking belongings from a room, with the text ""taking your belongings"" displayed at the top. On the left, a man with brown skin, black hair, a green shirt, blue pants, and brown shoes walks through a door, carrying several DVDs. The door is tan with black outlines, and the surrounding wall is light yellow. On the right side of the image, a woman with tan skin, brown hair, a blue shirt, a purple skirt, and black boots stands with her arms outstretched. Behind her, there is a wooden bed frame with a light purple sheet and pillow. The image is set against a white background, surrounded by a thick black border.",Illustration,"[ 0.04239034 -0.01124261 -0.04811695 ... -0.03956083 -0.06330255
 -0.02905914]"
Talk about carer,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/talk-about-carer.png,Download (In the Box),,,./images/talk-about-carer.png,"An image with a cartoon man thinking about the people he takes care of. The text at the top says, ""Talk about carer.""",Health & Social Care,"[ 0.01969138  0.02301546 -0.02786674 ... -0.00515135 -0.01243471
 -0.02403869]"
Talk in the meeting,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/talk-in-the-meeting.png,Download (In the Box),,,./images/talk-in-the-meeting.png,"A cartoon illustration shows people talking in a meeting. The text at the top says ""talk in the meeting"". There is a man in a wheelchair on the left with a speech bubble above him. There is a brown table with three people sitting around it on the right.  ",Illustration,"[ 0.04676165  0.00825705 -0.01751886 ... -0.0022427  -0.00417767
 -0.01183951]"
Talk to,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/talk-to.png,Download (In the Box),,,./images/talk-to.png,"A colorful cartoon image depicts two people in conversation, set against a white background with a thick black border. Above them, in large, bold black letters, are the words ""talk to"". On the left, a person with blond hair and a green shirt is facing the viewer with dashed lines coming from their mouth to show they are speaking. On the right, a person with black hair, tan skin, and a grey suit is facing the speaker and listening. They have on a purple tie and light blue shirt. The style is simple and graphic, intended to be clear and easily understandable.",Education,"[ 0.02336482  0.00308652 -0.03173787 ... -0.01005376 -0.01872056
 -0.04354374]"
talk to about my mental health,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/06/talk-to-about-my-mental-health.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/06/talk-to-about-my-mental-health-1.png,Download (Outside the Box),./images/talk-to-about-my-mental-health.png,"An image with a bold black title that says 'talk to' in large black letters. Below that, on the left, is a cartoon drawing of a man with blonde hair and an orange shirt, talking. Green lines are coming from his mouth, indicating speech. Above his head is a thought bubble showing a head with question marks and exclamation points inside, illustrating thoughts. To the right of him is a drawing of a nurse with brown hair, orange glasses, and a blue uniform, listening. The image is in a black border.",Health Communication,"[ 0.00749489 -0.00715001 -0.01869888 ... -0.01801343 -0.01165253
 -0.03358354]"
Talk to group,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/talk-to-group.png,Download (In the Box),,,./images/talk-to-group.png,"An illustration showing four people gathered around a brown table. One person, with brown skin, is in a wheelchair and has a speech bubble above their head. The other three people are seated at the table, and the words 'talk to group' appear at the top of the image.",Social Skills,"[ 0.04421748  0.01290915 -0.01322701 ... -0.00503366 -0.01632464
 -0.00795755]"
talk to keyworker if your worried,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2020/04/talk-to-keyworker-if-your-worried.png,Download (In the Box),,,./images/talk-to-keyworker-if-your-worried.png,"The image shows the words 'talk to keyworker' in bold, black letters at the top. Below, there's a cartoon drawing of a person with short yellow hair and an orange shirt, who appears to be speaking, indicated by green lines coming from their mouth. Above their head is a thought bubble showing a sad face with yellow hair. To the right, there's a cartoon drawing of a woman with brown hair, wearing a blue shirt and a name badge with a picture on it. The background is white with a thick black border.",Social Communication,"[ 0.0238879   0.01442557 -0.03308729 ... -0.00570724 -0.02603726
 -0.02649838]"
Talk to (orthotic),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/talk-to-orthotic.png,Download (In the Box),,,./images/talk-to-orthotic.png,"This image depicts the phrase 'talk to' using visual metaphors. Above the scene, the words 'talk to' are written in bold black font. On the left side of the image, a woman in a blue shirt and black pants is shown with a speech bubble extending from her. Inside the speech bubble are various items related to orthotics, including an orthotic device, boots, and a leg. A green arrow points from the speech bubble to a pair of cartoon figures: a man in a yellow shirt and blue pants, and a woman in a yellow shirt and purple skirt. These figures are seemingly supported and sheltered by two brown hands, one hovering above them and the other cradling them from below.",Visual metaphor,"[ 0.02062751  0.00326891 -0.02032133 ... -0.01760795 -0.02107985
 -0.03199784]"
talk to others,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/talk-to-others.png,Download (In the Box),,,./images/talk-to-others.png,"A cartoon drawing with a white background and a thick black border.  At the top is the text ""talk to others"" in large, bold, black letters.  Below this is a cartoon of four people, each smiling.  On the left, a person with brown hair and blue glasses has a speech bubble with a question mark inside of it above their head.  They are wearing a dark blue shirt with white trim.  To their right are three other people.  The person on the left has light brown skin and is wearing a yellow shirt and black hijab.  The middle person has dark brown skin and is wearing an orange shirt.  The person on the right has dark brown skin and is wearing a teal shirt and has an ID badge around their neck.",social story,"[ 0.03327939  0.02242624 -0.02533694 ... -0.01145654 -0.02125254
  0.01330525]"
Talk to team,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/talk-to-team.png,Download (In the Box),,,./images/talk-to-team.png,"A cartoon image with a black border on a white background. The text ""talk to team"" is at the top in bold black font. A cartoon person with dark hair and a yellow shirt points towards a circle containing five more cartoon people with different skin tones and outfits. Above the first cartoon person is a green speech bubble. The image likely represents the concept of communication within a team.",Communication,"[ 0.00208376  0.00725353 -0.02940367 ... -0.01315552 -0.02791299
 -0.00880116]"
Talk to V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/talk-to-2.png,Download (In the Box),,,./images/talk-to-2.png,"A cartoon drawing on a white background with a thick black border shows a brown-haired woman on the left and a black-haired man on the right. The words ""talk to"" are printed in large black font at the top. The woman is wearing a yellow shirt, and her mouth is open, with black lines coming from her mouth to indicate she is speaking. The man is wearing a blue shirt and facing the woman.",Communication,"[ 0.03234215  0.01135102 -0.02873783 ... -0.00619711 -0.02331327
 -0.03574233]"
talk to V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/talk-to-V2.png,Download (In the Box),,,./images/talk-to-V2.png,"A cartoon image depicts two people sitting across from each other at a brown table, engaged in conversation. The background is plain white, framed by a thick black border. Above the figures, the bold black text reads 'talk to'.  On the left is a dark-skinned individual with short black hair, wearing a yellow shirt and blue pants.  To their right, a light-skinned person with brown hair is dressed in a blue shirt and purple pants.  Green lines emanate from their mouths, representing speech or conversation, indicating they are talking to each other. Both are seated on wooden chairs with simple designs. The table is rectangular and brown, centered between them, with each person having their hands extended slightly.  The overall impression is one of a simple, visual aid representing the act of conversation.",clipart,"[ 0.03246247  0.0129149  -0.02348515 ... -0.03372534 -0.00933806
 -0.03072164]"
